# ZTF Solar System Marshal CHECK_FMO output
# started at 2018-05-12 02:42:21+0000
# start_date                    = 20171001
# end_date                      = 20180510
# min motion rate (arcsec/sec)  = 0.16666666666666666
# limiting magnitude            = 21.0
# max uncertainty limit         = 60.0
#   object    date UT  filter   rate    sundist   geodist  vmag   ecllat  unc range	fracday      
#                              [''/s]     [AU]      [AU]          [deg]      ['']  	      
  2015 YT9   20171231   zg   0.170622   1.0619    0.1510  19.02 -41.8543   0.7897  	230185
  2015 YT9   20171231   zg   0.170554   1.0622    0.1511  19.02 -41.7960   0.7897  	250567
 2016 AC65   20171227   zg   0.306269   0.9676    0.1252  20.98 20.1227    2.8593  	106493
 2016 AC65   20171228   zg   0.301202   0.9810    0.1261  20.78 18.9544    2.3645  	078750
 2016 AC65   20171228   zg   0.301165   0.9811    0.1261  20.78 18.9431    2.3603  	087303
 2016 AC65   20171230   zg   0.266295   1.0089    0.1342  20.53 15.7832    1.6430  	129815
 2016 AC65   20171230   zg   0.266006   1.0091    0.1343  20.53 15.7497    1.6380  	150139
 2016 AC65   20171231   zg   0.242123   1.0223    0.1407  20.48 14.1025    1.5192  	129572
 2016 AC65   20171231   zg   0.241692   1.0227    0.1409  20.48 14.0637    1.5170  	153067
 2016 AC65   20180101   zg   0.216597   1.0360    0.1489  20.48 12.4261    1.4967  	146759
 2016 AC65   20180102   zg   0.193701   1.0485    0.1576  20.50 10.9566    1.5134  	085660
 2016 AC65   20180102   zg   0.192610   1.0491    0.1581  20.50 10.8912    1.5134  	129965
 2016 AC65   20180102   zg   0.192599   1.0491    0.1581  20.50 10.8904    1.5134  	130498
 2016 AC65   20180102   zg   0.192185   1.0494    0.1583  20.50 10.8603    1.5144  	150845
 2016 AC65   20180102   zg   0.192165   1.0494    0.1583  20.50 10.8587    1.5144  	151910
 2016 AC65   20180102   zg   0.191602   1.0499    0.1586  20.50 10.8088    1.5151  	185544
 2016 AC65   20180102   zg   0.191587   1.0499    0.1586  20.50 10.8073    1.5151  	186597
 2016 AC65   20180103   zg   0.168696   1.0638    0.1695  20.56  9.3072    1.5332  	233449
 2016 CA138  20180211   zr   0.171416   1.0426    0.0806  19.99 29.2973    0.7439  	407732
 2016 CA138  20180211   zr   0.172404   1.0426    0.0805  19.99 29.2177    0.7447  	428021
 2016 CA138  20180211   zr   0.172497   1.0426    0.0805  19.98 29.2099    0.7447  	430000
 2016 CA138  20180211   zr   0.173085   1.0426    0.0804  19.98 29.1593    0.7461  	442836
 2016 CA138  20180211   zr   0.173196   1.0426    0.0804  19.98 29.1495    0.7461  	445312
 2016 CA138  20180211   zr   0.173843   1.0426    0.0803  19.98 29.0900    0.7461  	460347
 2016 CA138  20180211   zr   0.173966   1.0426    0.0803  19.98 29.0782    0.7461  	463310
 2016 CA138  20180211   zr   0.174645   1.0425    0.0802  19.97 29.0101    0.7470  	480428
 2016 CA138  20180216   zr   0.327873   1.0405    0.0586  18.64  1.3267    1.0649  	366042
 2016 CA138  20180216   zr   0.327914   1.0405    0.0586  18.64  1.3187    1.0649  	367106
 2016 CA138  20180216   zr   0.328632   1.0405    0.0585  18.64  1.1677    1.0663  	387060
 2016 CA138  20180216   zr   0.328667   1.0405    0.0585  18.64  1.1597    1.0663  	388125
 2016 CO246  20180218   zg   0.174028   1.0185    0.0409  20.97 39.0744    0.7270  	368368
 2016 CO246  20180218   zg   0.173317   1.0185    0.0409  20.97 39.1335    0.7276  	382569
  2016 JP    20180423   zr   0.433177   1.0055    0.0351  17.41 71.6779    0.8933  	264387
  2016 JP    20180423   zr   0.433407   1.0058    0.0353  17.41 71.6399    0.8854  	304491
  2016 JP    20180424   zg   0.348810   1.0115    0.0388  17.32 69.4291    0.7330  	180127
  2016 JP    20180424   zr   0.348429   1.0116    0.0390  17.32 69.3283    0.7287  	205174
  2016 JP    20180424   zr   0.348169   1.0119    0.0391  17.32 69.1828    0.7244  	240475
  2016 JP    20180424   zr   0.348165   1.0119    0.0391  17.32 69.1790    0.7244  	241400
  2016 JP    20180424   zg   0.348117   1.0120    0.0392  17.32 69.0946    0.7209  	261424
  2016 JP    20180424   zg   0.348106   1.0121    0.0393  17.32 69.0121    0.7187  	280764
  2016 JP    20180424   zg   0.348107   1.0121    0.0393  17.32 69.0082    0.7187  	281690
  2016 JP    20180424   zi   0.348018   1.0125    0.0396  17.31 68.7355    0.7102  	344109
  2016 JP    20180425   zr   0.275485   1.0181    0.0438  17.33 64.9694    0.6095  	200787
  2016 JP    20180425   zr   0.275475   1.0181    0.0438  17.33 64.9629    0.6095  	202234
  2016 JP    20180425   zr   0.275468   1.0181    0.0438  17.33 64.9583    0.6095  	203183
  2016 JP    20180425   zg   0.275458   1.0187    0.0443  17.33 64.5007    0.6003  	301192
  2016 JP    20180426   zg   0.218141   1.0244    0.0492  17.40 60.6968    0.5297  	179826
  2016 JP    20180426   zg   0.218082   1.0245    0.0493  17.40 60.6148    0.5283  	199618
  2016 JP    20180426   zg   0.218563   1.0252    0.0499  17.41 60.1756    0.5212  	304444
  2016 JP    20180426   zg   0.218569   1.0252    0.0499  17.41 60.1716    0.5212  	305382
  2016 JP    20180426   zg   0.218695   1.0253    0.0500  17.41 60.0625    0.5198  	331215
  2016 JP    20180426   zg   0.218713   1.0256    0.0503  17.42 59.8599    0.5163  	379132
  2016 JP    20180426   zg   0.218710   1.0256    0.0503  17.42 59.8560    0.5163  	380058
  2016 JP    20180427   zg   0.174728   1.0311    0.0554  17.51 56.6742    0.4690  	235799
  2016 JP    20180427   zg   0.175541   1.0317    0.0559  17.52 56.3599    0.4647  	323773
  2016 JP    20180427   zg   0.175562   1.0317    0.0559  17.52 56.3497    0.4647  	326632
  2016 JP    20180427   zg   0.175569   1.0317    0.0560  17.52 56.3464    0.4647  	327546
  2016 JP    20180427   zg   0.175642   1.0318    0.0560  17.53 56.3075    0.4633  	338264
  2016 JP    20180427   zg   0.175648   1.0318    0.0560  17.53 56.3039    0.4633  	339352
  2016 JP    20180427   zg   0.175654   1.0318    0.0560  17.53 56.3005    0.4633  	340347
  2017 HW4   20180426   zg   0.224931   0.9912    0.1030  20.99 10.9126    3.3853  	500324
 2017 QL33   20171227   zg   0.270163   0.9850    0.0371  17.49 52.6032    0.2975  	096725
 2017 QL33   20171228   zg   0.294398   0.9880    0.0354  17.21 56.2383    0.3200  	115590
 2017 QL33   20171228   zg   0.294131   0.9881    0.0354  17.21 56.3156    0.3200  	139502
 2017 QL33   20171228   zg   0.294108   0.9881    0.0354  17.20 56.3674    0.3206  	155799
 2017 QL33   20171229   zg   0.312301   0.9911    0.0344  16.96 58.8658    0.3384  	102650
 2017 QL33   20171229   zg   0.311754   0.9912    0.0344  16.96 58.9016    0.3384  	119653
 2017 QL33   20171229   zg   0.311725   0.9912    0.0344  16.96 58.9038    0.3384  	120706
 2017 QL33   20171229   zg   0.311400   0.9912    0.0344  16.95 58.9315    0.3398  	134225
 2017 QL33   20171229   zg   0.311368   0.9912    0.0344  16.95 58.9347    0.3398  	135822
 2017 QL33   20171229   zg   0.311025   0.9913    0.0344  16.95 58.9926    0.3398  	165347
 2017 QL33   20171230   zg   0.318132   0.9945    0.0340  16.73 60.0191    0.3528  	139919
 2017 QL33   20171231   zg   0.311889   0.9980    0.0343  16.55 59.1584    0.3576  	177662
 2017 QL33   20171231   zg   0.311549   0.9981    0.0344  16.55 59.1142    0.3583  	203831
 2017 QL33   20180101   zg   0.294948   1.0018    0.0354  16.43 56.4806    0.3540  	237477
 2017 QL33   20180101   zg   0.296474   1.0020    0.0354  16.42 56.2743    0.3533  	301759
 2017 QL33   20180101   zg   0.297490   1.0021    0.0355  16.42 56.1988    0.3533  	324074
 2017 SR32   20180205   zr   0.170127   1.1294    0.1478  16.33  8.3690    0.5572  	275556
 2017 SR32   20180205   zr   0.170119   1.1294    0.1478  16.33  8.3710    0.5572  	276053
 2017 SR32   20180205   zr   0.169776   1.1294    0.1479  16.34  8.4541    0.5566  	296933
 2017 SR32   20180205   zr   0.169751   1.1294    0.1479  16.34  8.4599    0.5558  	298414
 2017 SR32   20180205   zr   0.169264   1.1295    0.1480  16.34  8.5758    0.5558  	327627
 2017 SR32   20180205   zr   0.169239   1.1295    0.1480  16.34  8.5816    0.5558  	329109
 2017 SR32   20180205   zr   0.169142   1.1296    0.1480  16.34  8.6046    0.5558  	334919
 2017 SR32   20180205   zr   0.168920   1.1296    0.1481  16.34  8.6573    0.5550  	348252
 2017 SR32   20180205   zr   0.168811   1.1296    0.1481  16.34  8.6830    0.5550  	354757
 2017 SR32   20180205   zr   0.167758   1.1298    0.1483  16.35  8.9402    0.5528  	420127
  2017 TO2   20171019   zr   0.483039   1.0014    0.0368  19.39 13.8408    1.5414  	483530
  2017 TO2   20171019   zr   0.484977   1.0012    0.0367  19.40 13.6902    1.7248  	523982
  2017 TU3   20171015   zr   0.560617   1.0135    0.0243  18.91 -33.9440   1.1963  	413553
  2017 TU3   20171015   zr   0.560617   1.0135    0.0243  18.91 -33.9440   1.1963  	413553
  2017 TY5   20171015   zr   0.202536   1.0158    0.0218  19.64 -7.0752    0.9387  	447199
  2017 TY5   20171015   zr   0.202476   1.0158    0.0218  19.64 -7.0724    0.9401  	447870
  2017 TD6   20171019   zr   2.459256   0.9983    0.0027  16.03 -12.8339   2.8126  	336898
  2017 US    20171015   zr   0.169583   1.0184    0.0263  19.90 -1.4662    0.8204  	355312
  2017 US    20171015   zr   0.172105   1.0184    0.0262  19.89 -1.4842    0.7898  	393113
  2017 US    20171015   zr   0.172943   1.0184    0.0262  19.89 -1.4933    0.7754  	411412
  2017 US    20171015   zr   0.173499   1.0184    0.0261  19.86 -1.5386    0.7170  	493368
  2017 US    20171017   zr   0.219074   1.0175    0.0232  19.29 -2.8561    0.5123  	382373
  2017 UK1   20171015   zr   0.292562   1.0161    0.0246  20.97 -15.2573   1.7427  	394190
  2017 UK1   20171015   zr   0.285240   1.0164    0.0249  20.98 -15.5706   1.6569  	491759
  2017 UK5   20171026   zr   0.245654   1.0240    0.0319  19.67 -3.9679    0.8679  	423877
  2017 UK5   20171026   zr   0.245069   1.0240    0.0320  19.68 -3.9171    0.9210  	447917
  2017 UK5   20171026   zr   0.244747   1.0241    0.0320  19.69 -3.8667    0.9813  	470891
  2017 UK5   20171026   zr   0.244682   1.0241    0.0321  19.69 -3.8417    1.0127  	482407
  2017 UK5   20171026   zr   0.245292   1.0242    0.0322  19.71 -3.7117    1.1615  	543461
  2017 UK5   20171027   zr   0.209944   1.0254    0.0345  19.98 -2.1666    0.8385  	318796
  2017 UK5   20171027   zr   0.209899   1.0254    0.0345  19.98 -2.1655    0.8376  	319329
  2017 UK5   20171028   zr   0.167221   1.0275    0.0383  20.35 -0.1752    0.7073  	483137
  2017 UB6   20171026   zr   0.310363   1.0253    0.0324  20.80 -15.1351   1.8945  	541088
  2017 UG6   20171019   zr   0.170301   1.0251    0.0439  20.72 -17.0086   6.6058  	333368
  2017 UK6   20171026   zr   0.525991   1.0199    0.0343  18.54 -13.0385   0.6139  	452755
  2017 UK6   20171027   zr   0.626497   1.0188    0.0315  18.24 -1.1429    0.7267  	321482
  2017 UK6   20171027   zr   0.626631   1.0188    0.0315  18.24 -1.1189    0.7267  	323090
  2017 UK6   20180423   zr   0.168860   1.1095    0.1184  20.96 21.5920    2.1688  	272488
  2017 UK6   20180424   zi   0.168666   1.1108    0.1186  20.94 17.6506    2.3676  	294583
  2017 UO7   20171026   zr   0.278316   1.0175    0.0250  20.03 -16.8826   1.0493  	542396
  2017 UP7   20171026   zr   0.456343   1.0199    0.0356  20.69 -14.4822   1.3577  	487234
  2017 UP7   20171027   zr   0.515109   1.0187    0.0336  20.54 -4.8577    1.8984  	322546
  2017 UP7   20171027   zr   0.515126   1.0187    0.0336  20.54 -4.8511    1.8950  	323090
  2017 UP7   20171028   zr   0.536686   1.0170    0.0327  20.54 10.0522    1.5686  	502060
  2017 UV7   20171027   zr   0.637353   1.0141    0.0207  18.95 11.1665    1.1660  	293542
  2017 UW7   20171027   zr   0.977408   1.0081    0.0147  19.38 13.3424    1.7485  	292951
  2017 UW7   20171027   zr   0.977103   1.0081    0.0147  19.38 13.3530    1.7449  	293542
  2017 UH8   20171028   zr   0.220259   1.0468    0.0606  19.70 -11.7405   0.8367  	483704
  2017 UH8   20171028   zr   0.220226   1.0468    0.0606  19.70 -11.7389   0.8393  	484248
  2017 UJ8   20171026   zr   0.292428   1.0373    0.0452  19.62 -7.1894    3.3852  	423877
  2017 UJ8   20171026   zr   0.290263   1.0375    0.0453  19.62 -7.0360    3.2563  	447037
  2017 UJ8   20171026   zr   0.290210   1.0375    0.0453  19.62 -7.0323    3.2540  	447917
  2017 UJ8   20171026   zr   0.287913   1.0376    0.0454  19.62 -6.8756    3.1378  	470891
  2017 UJ8   20171026   zr   0.286743   1.0377    0.0455  19.62 -6.7976    3.0853  	482407
  2017 UJ8   20171026   zr   0.280422   1.0380    0.0458  19.63 -6.3884    2.8640  	543461
 2017 UF43   20171028   zr   0.355854   1.0013    0.0416  19.76 20.9779    0.8974  	530428
 2017 UL43   20171027   zr   0.291198   1.0332    0.0418  20.66 12.7394    8.6698  	294618
 2017 UL43   20171027   zr   0.291300   1.0332    0.0418  20.66 12.7284    8.6512  	296227
 2017 UL43   20171027   zr   0.291333   1.0332    0.0418  20.66 12.7248    8.6458  	296771
 2017 UM43   20171027   zr   0.178173   1.1001    0.1130  20.83  5.9062    1.9797  	294618
 2017 UM43   20171027   zr   0.178178   1.1001    0.1130  20.83  5.9039    1.9797  	295150
 2017 UO43   20171028   zr   0.332785   1.0112    0.0192  20.64 21.7826   15.9366  	280428
 2017 UO43   20171028   zr   0.332874   1.0112    0.0192  20.64 21.7741   15.8933  	282326
 2017 UO43   20171028   zr   0.333493   1.0112    0.0191  20.64 21.7231   15.6376  	294039
 2017 UO43   20171028   zr   0.333606   1.0112    0.0191  20.64 21.7148   15.5963  	295984
 2017 UO43   20171101   zr   0.406548   1.0062    0.0176  20.98 -4.5015   57.1883  	480243
 2017 UO43   20171101   zr   0.406643   1.0062    0.0176  20.98 -4.5157   57.2675  	482465
 2017 UP43   20171028   zr   0.709074   0.9989    0.0071  17.56 -2.4134    9.2696  	487025
 2017 UP43   20171028   zr   0.708476   0.9989    0.0071  17.56 -2.4067    9.2590  	487581
 2017 UL44   20171106   zg   0.442640   1.0127    0.0406  19.33 42.7705    9.7178  	297801
 2017 UP44   20171027   zr   0.252587   1.0447    0.0608  19.17 32.8309    1.4518  	284155
 2017 UP44   20171027   zr   0.252767   1.0447    0.0608  19.17 32.8082    1.4485  	287905
 2017 UP44   20171027   zr   0.256582   1.0448    0.0607  19.15 32.3460    1.3992  	363565
 2017 UP44   20171027   zr   0.256604   1.0448    0.0607  19.15 32.3433    1.3986  	363982
 2017 UP44   20171027   zr   0.256626   1.0448    0.0607  19.15 32.3408    1.3986  	364410
 2017 UP44   20171027   zr   0.256798   1.0449    0.0607  19.15 32.3200    1.3965  	367778
 2017 UP44   20171027   zr   0.256820   1.0449    0.0607  19.15 32.3174    1.3959  	368194
 2017 UP44   20171027   zr   0.257014   1.0449    0.0607  19.15 32.2940    1.3941  	371991
 2017 UP44   20171027   zr   0.257035   1.0449    0.0607  19.15 32.2914    1.3941  	372419
 2017 UP44   20171027   zr   0.257057   1.0449    0.0607  19.15 32.2888    1.3941  	372836
  2017 VC    20171106   zg   0.242560   0.9982    0.0322  18.85  5.9609    0.4627  	244340
  2017 VC    20171106   zg   0.243353   0.9982    0.0322  18.85  6.0050    0.4621  	254572
  2017 VC    20171116   zr   0.206651   1.0133    0.0341  17.92 44.6693    0.6097  	320347
  2017 VC    20171116   zr   0.206963   1.0135    0.0344  17.94 44.6642    0.6284  	427963
  2017 VG1   20171109   zg   0.262164   1.0149    0.0280  18.01 -7.2048    0.8471  	404572
  2017 VG1   20171109   zg   0.262145   1.0149    0.0280  18.01 -7.2069    0.8471  	405116
  2017 VG1   20171110   zg   0.216310   1.0180    0.0308  18.09 -10.4886   0.6824  	330278
  2017 VG1   20171111   zg   0.174823   1.0208    0.0335  18.20 -12.9301   0.6027  	163519
  2017 VG1   20171111   zg   0.178645   1.0213    0.0340  18.22 -13.2998   0.5777  	309282
  2017 VL1   20171106   zg   1.391344   0.9952    0.0093  19.04 51.6247   59.5200  	285324
  2017 VY1   20171101   zr   0.169807   1.0355    0.0570  20.76 22.6617    9.1583  	264502
  2017 VY1   20171101   zr   0.169807   1.0355    0.0570  20.76 22.6631    9.1569  	265058
  2017 VC2   20171116   zr   0.187256   1.1925    0.2073  18.44 -11.7542   0.6620  	190289
  2017 VC2   20171116   zr   0.191691   1.1901    0.2053  18.44 -12.3434   0.5864  	352998
  2017 VC2   20171116   zr   0.194943   1.1878    0.2033  18.43 -12.9298   0.5564  	511632
  2017 VD2   20171112   zg   0.167429   1.0904    0.1069  18.00 -13.0432   0.4350  	271806
  2017 VD2   20171112   zg   0.169043   1.0901    0.1066  17.99 -13.3875   0.4314  	369444
  2017 VD2   20171112   zg   0.169774   1.0899    0.1064  17.99 -13.6353   0.4300  	439317
  2017 VD2   20171112   zg   0.169979   1.0898    0.1063  17.99 -13.7487   0.4293  	471111
  2017 VD2   20171114   zr   0.181922   1.0846    0.1023  17.95 -20.0331   0.4278  	168611
  2017 VD2   20171114   zr   0.181931   1.0846    0.1023  17.95 -20.0352   0.4271  	169155
  2017 VD2   20171114   zr   0.181978   1.0846    0.1023  17.95 -20.0455   0.4279  	171875
  2017 VD2   20171114   zr   0.181987   1.0846    0.1023  17.95 -20.0475   0.4279  	172419
  2017 VD2   20171114   zr   0.182189   1.0846    0.1023  17.96 -20.0928   0.4279  	184375
  2017 VD2   20171114   zr   0.182198   1.0846    0.1023  17.96 -20.0949   0.4279  	184907
  2017 VD2   20171114   zr   0.182243   1.0846    0.1023  17.96 -20.1052   0.4279  	187627
  2017 VD2   20171114   zr   0.182252   1.0846    0.1023  17.96 -20.1072   0.4279  	188171
  2017 VD2   20171114   zr   0.182457   1.0845    0.1023  17.96 -20.1546   0.4279  	200648
  2017 VD2   20171114   zr   0.182500   1.0845    0.1023  17.96 -20.1649   0.4279  	203380
  2017 VD2   20171114   zr   0.183162   1.0844    0.1022  17.96 -20.3320   0.4281  	247477
  2017 VD2   20171114   zr   0.183199   1.0844    0.1022  17.96 -20.3424   0.4281  	250197
  2017 VD2   20171114   zr   0.183372   1.0843    0.1021  17.96 -20.3918   0.4275  	263229
  2017 VD2   20171114   zr   0.183407   1.0843    0.1021  17.96 -20.4021   0.4282  	265949
  2017 VD2   20171114   zr   0.183566   1.0843    0.1021  17.96 -20.4515   0.4282  	278981
  2017 VD2   20171114   zr   0.183598   1.0843    0.1021  17.96 -20.4618   0.4282  	281701
  2017 VD2   20171114   zr   0.183743   1.0842    0.1021  17.96 -20.5112   0.4283  	294722
  2017 VD2   20171114   zr   0.183771   1.0842    0.1021  17.96 -20.5215   0.4283  	297442
  2017 VD2   20171114   zr   0.183905   1.0842    0.1021  17.96 -20.5725   0.4291  	310903
  2017 VD2   20171114   zr   0.183930   1.0842    0.1021  17.96 -20.5829   0.4284  	313623
  2017 VD2   20171114   zr   0.184043   1.0841    0.1020  17.96 -20.6323   0.4284  	326667
  2017 VD2   20171114   zr   0.184070   1.0841    0.1020  17.96 -20.6447   0.4292  	329919
  2017 VD2   20171114   zr   0.184167   1.0841    0.1020  17.96 -20.6944   0.4292  	343021
  2017 VD2   20171114   zr   0.184186   1.0841    0.1020  17.96 -20.7052   0.4292  	345741
  2017 VD2   20171114   zr   0.184263   1.0840    0.1020  17.96 -20.7535   0.4300  	358588
  2017 VD2   20171114   zr   0.184281   1.0840    0.1020  17.96 -20.7659   0.4300  	361852
  2017 VD2   20171114   zr   0.184344   1.0840    0.1020  17.96 -20.8155   0.4307  	374919
  2017 VD2   20171114   zr   0.184357   1.0840    0.1019  17.96 -20.8278   0.4307  	378171
  2017 VD2   20171114   zr   0.184402   1.0839    0.1019  17.96 -20.8774   0.4307  	391204
  2017 VD2   20171114   zr   0.184411   1.0839    0.1019  17.96 -20.8898   0.4315  	394468
  2017 VD2   20171114   zr   0.184440   1.0839    0.1019  17.96 -20.9393   0.4315  	407512
  2017 VD2   20171114   zr   0.184445   1.0839    0.1019  17.96 -20.9517   0.4315  	410764
  2017 VD2   20171114   zr   0.184457   1.0838    0.1019  17.96 -21.0013   0.4329  	423785
  2017 VD2   20171114   zr   0.184458   1.0838    0.1019  17.96 -21.0136   0.4329  	427049
  2017 VD2   20171114   zr   0.184455   1.0838    0.1018  17.96 -21.0632   0.4337  	440069
  2017 VD2   20171114   zr   0.184453   1.0838    0.1018  17.96 -21.0756   0.4337  	443333
  2017 VD2   20171114   zr   0.184435   1.0837    0.1018  17.96 -21.1253   0.4351  	456366
  2017 VD2   20171114   zr   0.184429   1.0837    0.1018  17.96 -21.1376   0.4351  	459630
  2017 VD2   20171114   zr   0.184398   1.0837    0.1018  17.96 -21.1872   0.4357  	472650
  2017 VD2   20171114   zr   0.184389   1.0837    0.1018  17.96 -21.1997   0.4365  	475903
  2017 VD2   20171114   zr   0.184347   1.0836    0.1018  17.96 -21.2493   0.4365  	488924
  2017 VD2   20171114   zr   0.184335   1.0836    0.1018  17.96 -21.2617   0.4365  	492176
  2017 VD2   20171114   zr   0.184282   1.0836    0.1017  17.96 -21.3114   0.4379  	505220
